_id,name,country,aqi,pm25,pm10,no2,co,o3,so2,humidity,temperature,wind,update_time,lat,lon,saved_at,population,area
67f4eb165530d261b6b62408,Risø,Denmark,29,N/A,6,2.8,1.5,29.3,N/A,65.5,8.5,3.6,2025-04-08 09:00:00,55.6931,12.099,16:23 08/04/2025,90000,66.2
67f4eb165530d261b6b62409,"Møllebjergvej, Rudkøbing",Denmark,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:20:08,54.9404,10.7096,16:23 08/04/2025,4500,290.5
67f4eb165530d261b6b62407,H.C.Andersens Boulevard,Denmark,53,49,53,11,2.5,14.3,0.4,58.5,10.5,0.2,2025-04-08 08:00:00,55.6759,12.5727,16:23 08/04/2025,650000,243.6
67f4eb165530d261b6b623fb,Bắc Giang,Vietnam,108,108,63,1,0,18,5,N/A,N/A,N/A,2025-04-08 16:00:00,21.2732,106.1947,16:23 08/04/2025,300000,67.8
67f4eb165530d261b6b6240a,"Vardevej, Tarm",Denmark,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:20:50,55.9083,8.5194,16:23 08/04/2025,4000,1474
67f4eb175530d261b6b6240d,"Møllen, Skanderborg",Denmark,8,8,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:21:21,56.0349,9.9272,16:23 08/04/2025,20000,416.6
67f4eb175530d261b6b6240e,"Kjærslund, Aarhus",Denmark,16,16,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:20:05,56.1567,10.2108,16:23 08/04/2025,360000,468
67f4eb175530d261b6b6240f,"Rådhus, Odense",Denmark,13,N/A,N/A,3,N/A,13,N/A,N/A,N/A,N/A,2025-04-08 08:00:00,55.3962,10.3883,16:23 08/04/2025,205000,324.3
67f4eb175530d261b6b62410,"Bøgehegnet, Greve Strand",Denmark,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:21:01,55.5833,12.3,16:23 08/04/2025,50000,64.7
67f4eb175530d261b6b62411,"Østerbro, Aalborg",Denmark,9,N/A,N/A,6,N/A,9,N/A,N/A,N/A,N/A,2025-04-08 08:00:00,57.0488,9.9217,16:23 08/04/2025,220000,294.5
67f5195cb9de40ba6d95d63b,Quảng Bình,Vietnam,48,48,37,117,3,3,2,83.5,25.2,3,2025-04-08 19:00:00,17.4656,106.6222,19:41 08/04/2025,200000,155.54
67f5195cb9de40ba6d95d63c,Thanh Hoá,Vietnam,18,18,11,N/A,3,N/A,23,71.7,26,3,2025-04-08 19:00:00,19.807,105.776,19:41 08/04/2025,450000,149.5
67f4eb175530d261b6b6240b,"Midtvej, Hobro",Denmark,6,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:20:51,56.6431,9.7939,16:23 08/04/2025,12000,795
67f5195cb9de40ba6d95d642,Cần Thơ,Vietnam,58,N/A,58,43,1,3,N/A,70,30,3.6,2025-04-08 18:00:00,10.0452,105.7469,19:41 08/04/2025,1250000,1408.9
67f5195cb9de40ba6d95d63d,Hà Nội,Vietnam,152,152,68,5,0,4,1,N/A,N/A,N/A,2025-04-08 19:00:00,21.0044,105.8432,19:41 08/04/2025,8500000,3358.6
67f5195cb9de40ba6d95d641,Long An,Vietnam,62,62,39,4,0,13,0,N/A,N/A,N/A,2025-04-08 19:00:00,10.5333,106.4167,19:41 08/04/2025,250000,81.95
67f5195cb9de40ba6d95d63e,Vũng Tàu,Vietnam,47,47,37,11,6,16,2,66.5,30.5,8,2025-04-08 19:00:00,10.346,107.0843,19:41 08/04/2025,570000,141.1
67f4eb175530d261b6b6240c,"Hedevej, Frederiks",Denmark,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 10:21:37,55.5667,11.4167,16:23 08/04/2025,45000,78.9
67f5195db9de40ba6d95d644,Bình Dương,Vietnam,62,52,62,3,0,10,0,N/A,N/A,N/A,2025-04-08 19:00:00,11.3254,106.477,19:41 08/04/2025,2600000,118.9
67f5195cb9de40ba6d95d643,Lạng Sơn,Vietnam,43,43,30,6,4,13,6,69.5,26,1,2025-04-08 19:00:00,21.8549,106.7615,19:41 08/04/2025,200000,79
67f5195cb9de40ba6d95d63f,Trà Vinh,Vietnam,80,80,49,5,8,25,8,N/A,N/A,N/A,2025-04-08 19:00:00,9.9472,106.342,19:41 08/04/2025,160000,68.035
67f5195db9de40ba6d95d645,Gia Lai,Vietnam,79,43,79,105,22,4,52,N/A,-20.2,48.9,2025-04-08 18:00:00,13.9833,108,19:41 08/04/2025,300000,260.7
67f5195cb9de40ba6d95d640,Nha Trang,Vietnam,39,39,27,1,2,17,72,83,26,4.1,2025-04-08 17:00:00,12.2388,109.1967,19:41 08/04/2025,450000,251
67f5195db9de40ba6d95d646,Tp Hồ Chí Minh,Vietnam,10,7,10,N/A,N/A,N/A,N/A,66.7,30.5,5.7,2025-04-08 18:00:00,10.7769,106.7009,19:41 08/04/2025,9300000,2061.4
67f5195db9de40ba6d95d647,Ninh Bình,Vietnam,48,48,40,15,5,1,6,78,26,3.6,2025-04-08 19:00:00,20.25,105.9667,19:41 08/04/2025,200000,48.4
67f5195db9de40ba6d95d649,Việt Trì,Vietnam,132,132,68,21,N/A,37,13,78,26,3.6,2025-04-08 19:00:00,21.301,105.401,19:41 08/04/2025,300000,111.2
67f5195db9de40ba6d95d64a,Quảng Ninh,Vietnam,117,117,60,22,N/A,1,8,78,26,3.6,2025-04-08 12:00:00,20.9511,107.0789,19:41 08/04/2025,650000,1119.1
67f5195db9de40ba6d95d64d,Sơn La,Vietnam,11,11,7,N/A,N/A,N/A,N/A,53.9,28.1,1,2025-04-08 19:00:00,21.3167,103.9167,19:41 08/04/2025,150000,324.9
67f5195db9de40ba6d95d64e,Thừa Thiên Huế,Vietnam,28,28,19,6,9,3,25,88,25,4.1,2025-04-08 18:00:00,16.4667,107.5833,19:41 08/04/2025,400000,70.67
67f5195db9de40ba6d95d64b,Nghệ An,Vietnam,68,68,45,59,7,2,42,79.1,25.6,2,2025-04-08 18:00:00,18.6667,105.6667,19:41 08/04/2025,350000,104.97
67f5195db9de40ba6d95d64c,Thái Nguyên,Vietnam,166,166,87,12,6,N/A,3,78,26,3.6,2025-04-08 18:00:00,21.5928,105.8442,19:41 08/04/2025,350000,189.9
67f5195db9de40ba6d95d648,Hưng Yên,Vietnam,89,89,57,2,0,11,1,N/A,N/A,N/A,2025-04-08 19:00:00,20.6464,106.0511,19:41 08/04/2025,250000,76.5
67f5195db9de40ba6d95d64f,Thái Bình,Vietnam,55,55,41,5,0,6,0,N/A,N/A,N/A,2025-04-08 19:00:00,20.4467,106.3366,19:41 08/04/2025,250000,78.7
67f5195db9de40ba6d95d650,Bắc Giang,Vietnam,96,96,61,1,0,9,8,N/A,N/A,N/A,2025-04-08 19:00:00,21.2732,106.1947,19:41 08/04/2025,300000,67.8
67f5195db9de40ba6d95d651,Đà Nẵng,Vietnam,106,106,73,N/A,N/A,N/A,N/A,80.5,23.5,0.2,2025-04-04 09:00:00,16.06,108.2208,19:41 08/04/2025,1200000,1285.4
67f5195db9de40ba6d95d653,Quảng Nam,Vietnam,52,52,35,1,0,15,1,N/A,N/A,N/A,2025-04-08 19:00:00,15.5678,108.4792,19:41 08/04/2025,300000,92.8
67f5195db9de40ba6d95d652,Bình Định,Vietnam,63,63,104,13,0,5,0,N/A,N/A,N/A,2025-04-08 19:00:00,13.7765,109.2237,19:41 08/04/2025,350000,284.3
67f5195eb9de40ba6d95d656,Lâm Đồng,Vietnam,75,75,44,6,0,5,0,N/A,N/A,N/A,2025-04-08 19:00:00,11.9404,108.4585,19:41 08/04/2025,300000,394.3
67f5195eb9de40ba6d95d655,Ninh Thuận,Vietnam,67,67,43,0,0,10,1,N/A,N/A,N/A,2025-04-08 19:00:00,11.5667,108.9833,19:41 08/04/2025,200000,79.2
67f5195eb9de40ba6d95d654,Khánh Hòa,Vietnam,16,6,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 19:00:00,12.25,109.1833,19:41 08/04/2025,450000,251
67f5195eb9de40ba6d95d657,Bình Phước,Vietnam,48,48,29,0,0,18,1,N/A,N/A,N/A,2025-04-08 19:00:00,11.4833,106.9167,19:41 08/04/2025,250000,167.5
67f5195eb9de40ba6d95d658,"Hedevej, Frederiks",Denmark,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:38:01,55.5667,11.4167,19:41 08/04/2025,45000,78.9
67f5195eb9de40ba6d95d659,Risø,Denmark,33,N/A,6,1.6,1.5,32.5,N/A,49.5,11.5,1.5,2025-04-08 12:00:00,55.6931,12.099,19:41 08/04/2025,90000,66.2
67f5195eb9de40ba6d95d65c,"Midtvej, Hobro",Denmark,6,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:37:42,56.6431,9.7939,19:41 08/04/2025,12000,795
67f5195eb9de40ba6d95d65b,H.C. Ørsted Institutet,Denmark,35,N/A,N/A,0.5,1.3,35.3,N/A,51,12.2,0.2,2025-04-08 13:00:00,55.6969,12.5596,19:41 08/04/2025,650000,243.6
67f5195eb9de40ba6d95d65a,H.C.Andersens Boulevard,Denmark,31,20,23,0.1,1.8,30.6,0.5,51,12.2,0.2,2025-04-08 12:00:00,55.6759,12.5727,19:41 08/04/2025,650000,243.6
67f5195eb9de40ba6d95d65d,"Udsigten, Morud",Denmark,6,6,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:38:58,55.2667,10.5167,19:41 08/04/2025,1500,324.3
67f5195eb9de40ba6d95d660,"Kjærslund, Aarhus",Denmark,7,7,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:39:07,56.1567,10.2108,19:41 08/04/2025,360000,468
67f5195eb9de40ba6d95d661,"Møllebjergvej, Rudkøbing",Denmark,7,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:37:39,54.9404,10.7096,19:41 08/04/2025,4500,290.5
67f5195eb9de40ba6d95d65e,"Møllen, Skanderborg",Denmark,4,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:38:58,56.0349,9.9272,19:41 08/04/2025,20000,416.6
67f5195fb9de40ba6d95d662,"Rådhus, Odense",Denmark,17,N/A,N/A,1,N/A,17,N/A,N/A,N/A,N/A,2025-04-08 11:00:00,55.3962,10.3883,19:41 08/04/2025,205000,324.3
67f556b07a7b89a707cc154d,Hà Nội,Vietnam,81,81,53,4,0,4,1,N/A,N/A,N/A,2025-04-08 23:00:00,21.0044,105.8432,00:02 09/04/2025,8500000,3358.6
67f5195fb9de40ba6d95d663,"Østerbro, Aalborg",Denmark,16,N/A,N/A,1,N/A,16,N/A,N/A,N/A,N/A,2025-04-08 11:00:00,57.0488,9.9217,19:41 08/04/2025,220000,294.5
67f5195fb9de40ba6d95d664,"Bøgehegnet, Greve Strand",Denmark,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:37:21,55.5833,12.3,19:41 08/04/2025,50000,64.7
67f556b07a7b89a707cc154f,Vũng Tàu,Vietnam,44,44,34,3,1,22,3,69,28.3,3,2025-04-08 23:00:00,10.346,107.0843,00:02 09/04/2025,570000,141.1
67f556b07a7b89a707cc154c,Nha Trang,Vietnam,44,44,30,7,5,12,72,83,25,0.5,2025-04-08 22:00:00,12.2388,109.1967,00:02 09/04/2025,450000,251
67f5195eb9de40ba6d95d65f,"Vardevej, Tarm",Denmark,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 13:37:50,55.9083,8.5194,19:41 08/04/2025,4000,1474
67f556b07a7b89a707cc1551,Lạng Sơn,Vietnam,45,45,30,4,3,6,6,86.9,23.2,1,2025-04-08 23:00:00,21.8549,106.7615,00:02 09/04/2025,200000,79
67f556b07a7b89a707cc154e,Quảng Bình,Vietnam,37,37,24,117,2,3,2,93,24,1,2025-04-08 23:00:00,17.4656,106.6222,00:02 09/04/2025,200000,155.54
67f556b07a7b89a707cc1552,Cần Thơ,Vietnam,48,N/A,48,42,1,3,N/A,88,27,3.6,2025-04-08 22:00:00,10.0452,105.7469,00:02 09/04/2025,1250000,1408.9
67f556b07a7b89a707cc1553,Long An,Vietnam,53,53,37,4,0,13,0,N/A,N/A,N/A,2025-04-08 23:00:00,10.5333,106.4167,00:02 09/04/2025,250000,81.95
67f556b07a7b89a707cc1554,Bình Dương,Vietnam,44,37,44,2,0,10,0,N/A,N/A,N/A,2025-04-08 23:00:00,11.3254,106.477,00:02 09/04/2025,2600000,118.9
67f556b07a7b89a707cc1550,Thanh Hoá,Vietnam,19,19,11,N/A,2,N/A,23,91.8,22.2,1,2025-04-08 23:00:00,19.807,105.776,00:02 09/04/2025,450000,149.5
67f556b07a7b89a707cc154b,Trà Vinh,Vietnam,66,66,39,5,8,25,8,N/A,N/A,N/A,2025-04-08 23:00:00,9.9472,106.342,00:02 09/04/2025,160000,68.035
67f556b17a7b89a707cc1556,Ninh Bình,Vietnam,42,42,35,16,5,1,6,85.5,23.5,4.6,2025-04-08 22:00:00,20.25,105.9667,00:02 09/04/2025,200000,48.4
67f556b17a7b89a707cc1557,Quảng Ninh,Vietnam,-,117,60,14,N/A,2,5,88,23,3.6,2025-04-08 23:00:00,20.9511,107.0789,00:02 09/04/2025,650000,1119.1
67f556b17a7b89a707cc1555,Gia Lai,Vietnam,51,32,51,110,22,5,52,N/A,-19.4,72.3,2025-04-08 22:00:00,13.9833,108,00:02 09/04/2025,300000,260.7
67f556b17a7b89a707cc1558,Việt Trì,Vietnam,95,95,57,19,N/A,20,10,85.5,23.5,4.6,2025-04-08 23:00:00,21.301,105.401,00:02 09/04/2025,300000,111.2
67f556b17a7b89a707cc155a,Thừa Thiên Huế,Vietnam,43,43,29,6,6,3,26,94,24,1.2,2025-04-08 23:00:00,16.4667,107.5833,00:02 09/04/2025,400000,70.67
67f556b17a7b89a707cc1559,Tp Hồ Chí Minh,Vietnam,14,7,14,N/A,N/A,N/A,N/A,68.8,28.3,6.6,2025-04-08 22:00:00,10.7769,106.7009,00:02 09/04/2025,9300000,2061.4
67f556b17a7b89a707cc155e,Nghệ An,Vietnam,70,70,53,54,7,2,43,91.8,23.1,2,2025-04-08 21:00:00,18.6667,105.6667,00:02 09/04/2025,350000,104.97
67f556b17a7b89a707cc155f,Bắc Giang,Vietnam,78,78,54,0,0,6,7,N/A,N/A,N/A,2025-04-08 23:00:00,21.2732,106.1947,00:02 09/04/2025,300000,67.8
67f556b17a7b89a707cc1560,Thái Bình,Vietnam,58,48,58,1,0,7,0,N/A,N/A,N/A,2025-04-08 23:00:00,20.4467,106.3366,00:02 09/04/2025,250000,78.7
67f556b17a7b89a707cc155b,Sơn La,Vietnam,19,19,14,N/A,N/A,N/A,N/A,72.7,23.9,1,2025-04-08 23:00:00,21.3167,103.9167,00:02 09/04/2025,150000,324.9
67f556b17a7b89a707cc1561,Quảng Nam,Vietnam,49,49,37,1,0,15,1,N/A,N/A,N/A,2025-04-08 23:00:00,15.5678,108.4792,00:02 09/04/2025,300000,92.8
67f556b17a7b89a707cc1563,Đà Nẵng,Vietnam,106,106,73,N/A,N/A,N/A,N/A,80.5,23.5,0.2,2025-04-04 09:00:00,16.06,108.2208,00:02 09/04/2025,1200000,1285.4
67f556b17a7b89a707cc1562,Lâm Đồng,Vietnam,70,70,46,6,0,5,0,N/A,N/A,N/A,2025-04-08 23:00:00,11.9404,108.4585,00:02 09/04/2025,300000,394.3
67f556b17a7b89a707cc1564,Bình Định,Vietnam,67,67,104,23,0,2,0,N/A,N/A,N/A,2025-04-08 23:00:00,13.7765,109.2237,00:02 09/04/2025,350000,284.3
67f556b17a7b89a707cc1566,Khánh Hòa,Vietnam,15,6,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 23:00:00,12.25,109.1833,00:02 09/04/2025,450000,251
67f556b17a7b89a707cc1565,Bình Phước,Vietnam,35,35,21,0,0,5,2,N/A,N/A,N/A,2025-04-08 23:00:00,11.4833,106.9167,00:02 09/04/2025,250000,167.5
67f556b17a7b89a707cc1567,Ninh Thuận,Vietnam,55,55,30,0,0,9,1,N/A,N/A,N/A,2025-04-08 23:00:00,11.5667,108.9833,00:02 09/04/2025,200000,79.2
67f556b17a7b89a707cc155d,Thái Nguyên,Vietnam,187,187,103,12,5,N/A,2,88,23,3.6,2025-04-08 23:00:00,21.5928,105.8442,00:02 09/04/2025,350000,189.9
67f556b27a7b89a707cc1568,"Møllen, Skanderborg",Denmark,4,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 17:58:56,56.0349,9.9272,00:02 09/04/2025,20000,416.6
67f556b27a7b89a707cc156b,H.C. Ørsted Institutet,Denmark,34,N/A,N/A,0.4,1.3,34,N/A,60.5,10.8,0.2,2025-04-08 17:00:00,55.6969,12.5596,00:02 09/04/2025,650000,243.6
67f556b27a7b89a707cc156a,"Møllebjergvej, Rudkøbing",Denmark,4,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 18:00:27,54.9404,10.7096,00:02 09/04/2025,4500,290.5
67f556b27a7b89a707cc1569,Risø,Denmark,31,N/A,10,2.6,1.6,30.5,N/A,51.5,11,2.8,2025-04-08 15:00:00,55.6931,12.099,00:02 09/04/2025,90000,66.2
67f556b27a7b89a707cc156e,"Udsigten, Morud",Denmark,4,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 17:59:47,55.2667,10.5167,00:02 09/04/2025,1500,324.3
67f556b27a7b89a707cc156c,"Vardevej, Tarm",Denmark,2,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 17:59:35,55.9083,8.5194,00:02 09/04/2025,4000,1474
67f556b27a7b89a707cc156d,"Hedevej, Frederiks",Denmark,4,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 17:56:22,55.5667,11.4167,00:02 09/04/2025,45000,78.9
67f556b27a7b89a707cc156f,"Midtvej, Hobro",Denmark,8,8,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 17:58:41,56.6431,9.7939,00:02 09/04/2025,12000,795
67f556b27a7b89a707cc1570,"Kjærslund, Aarhus",Denmark,5,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 18:00:46,56.1567,10.2108,00:02 09/04/2025,360000,468
67f556b17a7b89a707cc155c,Hưng Yên,Vietnam,86,86,50,2,0,14,1,N/A,N/A,N/A,2025-04-08 23:00:00,20.6464,106.0511,00:02 09/04/2025,250000,76.5
67f556b27a7b89a707cc1571,H.C.Andersens Boulevard,Denmark,37,37,23,0.1,1.9,29.6,0.1,60.5,10.8,0.2,2025-04-08 16:00:00,55.6759,12.5727,00:02 09/04/2025,650000,243.6
67f556b27a7b89a707cc1572,"Bøgehegnet, Greve Strand",Denmark,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-08 17:58:30,55.5833,12.3,00:02 09/04/2025,50000,64.7
67f556b27a7b89a707cc1573,"Rådhus, Odense",Denmark,18,N/A,N/A,1,N/A,18,N/A,N/A,N/A,N/A,2025-04-08 15:00:00,55.3962,10.3883,00:02 09/04/2025,205000,324.3
67f5eb677d3a22141bfc56be,Nha Trang,Vietnam,54,54,35,6,5,15,72,58,30,2.5,2025-04-09 08:00:00,12.2388,109.1967,10:37 09/04/2025,450000,251
67f556b27a7b89a707cc1574,"Østerbro, Aalborg",Denmark,17,N/A,N/A,1,N/A,17,N/A,N/A,N/A,N/A,2025-04-08 15:00:00,57.0488,9.9217,00:02 09/04/2025,220000,294.5
67f5eb677d3a22141bfc56c1,Hà Nội,Vietnam,91,91,55,4,0,4,1,N/A,N/A,N/A,2025-04-09 10:00:00,21.0044,105.8432,10:37 09/04/2025,8500000,3358.6
67f5eb677d3a22141bfc56c4,Long An,Vietnam,57,57,32,4,0,13,0,N/A,N/A,N/A,2025-04-09 10:00:00,10.5333,106.4167,10:37 09/04/2025,250000,81.95
67f5eb677d3a22141bfc56c0,Vũng Tàu,Vietnam,41,41,33,5,3,19,2,64.6,31.8,4.3,2025-04-09 10:00:00,10.346,107.0843,10:37 09/04/2025,570000,141.1
67f5eb677d3a22141bfc56bf,Quảng Bình,Vietnam,37,37,24,113,2,3,3,96.4,23.6,1,2025-04-09 10:00:00,17.4656,106.6222,10:37 09/04/2025,200000,155.54
67f5eb677d3a22141bfc56c5,Thanh Hoá,Vietnam,15,15,9,N/A,3,N/A,25,95.2,22.6,1,2025-04-09 10:00:00,19.807,105.776,10:37 09/04/2025,450000,149.5
67f5eb677d3a22141bfc56c3,Cần Thơ,Vietnam,38,N/A,38,38,1,3,N/A,83.5,29,4.1,2025-04-09 08:00:00,10.0452,105.7469,10:37 09/04/2025,1250000,1408.9
67f5eb677d3a22141bfc56c6,Bình Dương,Vietnam,57,57,57,5,0,10,0,N/A,N/A,N/A,2025-04-09 10:00:00,11.3254,106.477,10:37 09/04/2025,2600000,118.9
67f5eb677d3a22141bfc56c7,Lạng Sơn,Vietnam,28,28,19,1,2,14,6,97,22,1,2025-04-09 10:00:00,21.8549,106.7615,10:37 09/04/2025,200000,79
67f5eb677d3a22141bfc56cc,Nghệ An,Vietnam,105,105,64,58,8,2,43,97,22.9,1,2025-04-09 09:00:00,18.6667,105.6667,10:37 09/04/2025,350000,104.97
67f5eb677d3a22141bfc56c8,Gia Lai,Vietnam,54,51,54,105,18,5,51,N/A,-21.8,56.5,2025-04-09 08:00:00,13.9833,108,10:37 09/04/2025,300000,260.7
67f5eb677d3a22141bfc56ca,Ninh Bình,Vietnam,47,47,38,13,5,1,4,78,26,5.1,2025-04-09 10:00:00,20.25,105.9667,10:37 09/04/2025,200000,48.4
67f5eb677d3a22141bfc56c9,Thừa Thiên Huế,Vietnam,68,68,46,5,11,3,26,94,24,2.5,2025-04-09 08:00:00,16.4667,107.5833,10:37 09/04/2025,400000,70.67
67f5eb677d3a22141bfc56cb,Tp Hồ Chí Minh,Vietnam,14,9,14,N/A,N/A,N/A,N/A,67.7,29.7,3,2025-04-09 08:00:00,10.7769,106.7009,10:37 09/04/2025,9300000,2061.4
67f5eb677d3a22141bfc56cd,Việt Trì,Vietnam,123,123,83,20,N/A,14,11,94,23,3.3,2025-04-09 08:00:00,21.301,105.401,10:37 09/04/2025,300000,111.2
67f5eb677d3a22141bfc56cf,Thái Nguyên,Vietnam,99,99,64,12,7,N/A,2,80.5,25.5,4.8,2025-04-09 10:00:00,21.5928,105.8442,10:37 09/04/2025,350000,189.9
67f5eb677d3a22141bfc56ce,Sơn La,Vietnam,17,17,11,N/A,N/A,N/A,N/A,89.9,19.6,1,2025-04-09 07:00:00,21.3167,103.9167,10:37 09/04/2025,150000,324.9
67f5eb677d3a22141bfc56d1,Quảng Ninh,Vietnam,-,117,60,11,N/A,4,2,80.5,25.5,4.8,2025-04-09 10:00:00,20.9511,107.0789,10:37 09/04/2025,650000,1119.1
67f5eb677d3a22141bfc56d0,Hưng Yên,Vietnam,80,80,51,2,0,17,1,N/A,N/A,N/A,2025-04-09 10:00:00,20.6464,106.0511,10:37 09/04/2025,250000,76.5
67f5eb687d3a22141bfc56d2,Thái Bình,Vietnam,97,97,59,4,0,4,0,N/A,N/A,N/A,2025-04-09 10:00:00,20.4467,106.3366,10:37 09/04/2025,250000,78.7
67f5eb687d3a22141bfc56d4,Đà Nẵng,Vietnam,106,106,73,N/A,N/A,N/A,N/A,80.5,23.5,0.2,2025-04-04 09:00:00,16.06,108.2208,10:37 09/04/2025,1200000,1285.4
67f5eb687d3a22141bfc56d6,Quảng Nam,Vietnam,67,67,52,0,0,15,1,N/A,N/A,N/A,2025-04-09 10:00:00,15.5678,108.4792,10:37 09/04/2025,300000,92.8
67f5eb687d3a22141bfc56d5,Khánh Hòa,Vietnam,15,6,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 10:00:00,12.25,109.1833,10:37 09/04/2025,450000,251
67f5eb687d3a22141bfc56d7,Ninh Thuận,Vietnam,57,57,38,0,0,9,1,N/A,N/A,N/A,2025-04-09 10:00:00,11.5667,108.9833,10:37 09/04/2025,200000,79.2
67f5eb687d3a22141bfc56d3,Bắc Giang,Vietnam,80,80,54,0,0,11,4,N/A,N/A,N/A,2025-04-09 10:00:00,21.2732,106.1947,10:37 09/04/2025,300000,67.8
67f5eb687d3a22141bfc56d8,Lâm Đồng,Vietnam,54,54,35,6,0,5,0,N/A,N/A,N/A,2025-04-09 10:00:00,11.9404,108.4585,10:37 09/04/2025,300000,394.3
67f5eb687d3a22141bfc56da,Bình Phước,Vietnam,43,43,27,0,0,15,1,N/A,N/A,N/A,2025-04-09 10:00:00,11.4833,106.9167,10:37 09/04/2025,250000,167.5
67f5eb687d3a22141bfc56d9,Bình Định,Vietnam,76,76,112,9,0,4,0,N/A,N/A,N/A,2025-04-09 10:00:00,13.7765,109.2237,10:37 09/04/2025,350000,284.3
67f5eb687d3a22141bfc56db,"Hedevej, Frederiks",Denmark,8,8,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:33:50,55.5667,11.4167,10:37 09/04/2025,45000,78.9
67f5eb677d3a22141bfc56c2,Trà Vinh,Vietnam,71,71,48,6,7,25,8,N/A,N/A,N/A,2025-04-09 10:00:00,9.9472,106.342,10:37 09/04/2025,160000,68.035
67f5eb687d3a22141bfc56dc,"Kjærslund, Aarhus",Denmark,24,24,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:35:25,56.1567,10.2108,10:37 09/04/2025,360000,468
67f5eb687d3a22141bfc56dd,"Udsigten, Morud",Denmark,11,11,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:35:40,55.2667,10.5167,10:37 09/04/2025,1500,324.3
67f5eb687d3a22141bfc56df,Risø,Denmark,21,N/A,9,2.6,1.9,20.9,N/A,93,2,1,2025-04-09 03:00:00,55.6931,12.099,10:37 09/04/2025,90000,66.2
67f5eb687d3a22141bfc56de,"Møllebjergvej, Rudkøbing",Denmark,4,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:34:42,54.9404,10.7096,10:37 09/04/2025,4500,290.5
67f5eb687d3a22141bfc56e2,"Midtvej, Hobro",Denmark,10,10,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:34:45,56.6431,9.7939,10:37 09/04/2025,12000,795
67f5eb697d3a22141bfc56e5,"Rådhus, Odense",Denmark,9,N/A,N/A,3,N/A,9,N/A,N/A,N/A,N/A,2025-04-09 02:00:00,55.3962,10.3883,10:37 09/04/2025,205000,324.3
67f633555b36a379533de5f0,Vũng Tàu,Vietnam,33,33,25,6,2,22,4,60,33.6,2.5,2025-04-09 15:00:00,10.346,107.0843,15:44 09/04/2025,570000,141.1
67f5eb687d3a22141bfc56e3,"Møllen, Skanderborg",Denmark,21,21,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:33:52,56.0349,9.9272,10:37 09/04/2025,20000,416.6
67f5eb697d3a22141bfc56e7,"Østerbro, Aalborg",Denmark,18,N/A,N/A,0,N/A,18,N/A,N/A,N/A,N/A,2025-04-09 02:00:00,57.0488,9.9217,10:37 09/04/2025,220000,294.5
67f633565b36a379533de5f6,Cần Thơ,Vietnam,29,N/A,29,41,1,3,N/A,62,33,3.6,2025-04-09 14:00:00,10.0452,105.7469,15:44 09/04/2025,1250000,1408.9
67f5eb687d3a22141bfc56e0,"Vardevej, Tarm",Denmark,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-04-09 04:34:32,55.9083,8.5194,10:37 09/04/2025,4000,1474
